ResponseID,Funnel,Citizen,PrefSchool,Q1a,Q1b,Q2a,Q2b,Q2c,Q3,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,SchoolRated,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q17_26,Q17_27,Q17_28,Q17_29,Q17_30,Q20,Q22,Q25A,Q25B,Q26a,Q26b,FunnelPerformance,CONSIDERATION,FAVORITE,Female,Age,Work_exp
R_23pKoz4ec6ad8rz,2,30,INSEAD,1,550,1,2,2,Indian school of business,"NUS, singapore","INSEAD, Singapore",Nanyang Business school,1,2,2,5,3,3,0,1,1,0,3,4,1,2,2,0,1,1,4,5,5,5,3,3,5,3,5,4,5,5,5,1,4,4,1,1,1,5,5,4,,3,3,5,4,4,,,,,4,5,,4,3,,,,4,3,3,4,4,4,3,3,3,5,3,3,3,3,3,4,4,3,4,3,4,5,3,4,4,5,5,2,3,3,5,3,2,,,3,,5,1.00,1.00,0,34,4
R_23pKoz4ec6ad8rz,2,30,INSEAD,1,550,1,2,2,Indian school of business,"NUS, singapore","INSEAD, Singapore",Nanyang Business school,1,2,2,5,3,3,0,1,1,0,3,4,1,2,2,0,1,1,4,5,5,5,3,3,5,3,5,4,5,5,5,1,4,4,1,1,1,5,5,4,,3,3,5,4,4,,,,,4,5,,4,3,,,,5,3,3,3,3,3,4,2,3,4,3,3,3,3,3,4,3,4,3,4,4,5,3,3,4,4,5,3,2,3,3,3,2,,,3,,3,1.00,0.00,0,34,4
R_24wBLpTSiGzw5UN,1,30,Harvard Business School,1,650,1,1,6,Harvard,Insead,Cambridge,Isb,5,4,4,4,2,3,0,4,0,0,3,0,1,3,2,2,2,3,2,5,4,4,2,4,4,3,4,3,5,2,4,1,4,2,3,4,2,5,5,5,5,5,5,5,3,3,,5,,,4,,,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,1,3,,3,,4,1.00,1.00,0,35,3
R_24wBLpTSiGzw5UN,1,30,Harvard Business School,1,650,1,1,6,Harvard,Insead,Cambridge,Isb,5,4,4,4,2,3,0,4,0,0,3,0,1,3,2,2,2,3,2,5,4,4,2,4,4,3,4,3,5,2,4,1,4,2,3,4,2,5,5,5,5,5,5,5,3,3,,5,,,4,,,5,4,3,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,,3,,3,1.00,0.00,0,35,3
R_29mLKiONYb1Ghtr,1,30,INSEAD,1,550,1,1,3,Insead,Insead,Kellogg,Stanford,4,4,2,5,4,4,1,4,2,2,4,1,3,4,2,1,4,2,3,4,4,4,3,4,4,4,5,3,5,1,4,3,5,2,2,2,3,3,5,5,4,4,4,5,4,4,,4,3,2,4,,3,4,2,,4,3,4,5,4,4,4,4,3,2,5,3,3,3,5,4,2,4,3,5,4,5,4,5,3,5,5,4,4,1,4,1,5,3,1,2,,1,,5,1.00,1.00,0,34,4
R_29mLKiONYb1Ghtr,1,30,INSEAD,1,550,1,1,3,Insead,Insead,Kellogg,Stanford,4,4,2,5,4,4,1,4,2,2,4,1,3,4,2,1,4,2,3,4,4,4,3,4,4,4,5,3,5,1,4,3,5,2,2,2,3,3,5,5,4,4,4,5,4,4,,4,3,2,4,,3,4,2,,4,3,6,3,4,4,4,4,4,2,3,4,3,2,4,4,2,4,3,4,4,4,4,3,3,4,3,4,4,1,4,4,4,3,1,2,,1,,4,1.00,1.00,0,34,4
R_29r5KBetPLMgDbv,2,30,HEC,1,600,1,2,5,HEC Paris,Oxford,INSEAD,Cambridge,2,4,4,4,3,4,4,2,5,3,2,2,3,3,2,4,4,4,3,4,4,4,3,4,3,3,4,4,5,2,4,1,1,1,3,1,3,2,4,4,3,4,5,,3,4,5,3,4,4,3,3,4,4,3,4,5,5,4,5,4,5,5,5,5,5,5,5,4,4,3,4,3,5,5,4,5,5,5,5,4,5,5,4,5,4,4,2,3,2,1,3,,2,,4,1.00,1.00,0,40,5
R_29r5KBetPLMgDbv,2,30,HEC,1,600,1,2,5,HEC Paris,Oxford,INSEAD,Cambridge,2,4,4,4,3,4,4,2,5,3,2,2,3,3,2,4,4,4,3,4,4,4,3,4,3,3,4,4,5,2,4,1,1,1,3,1,3,2,4,4,3,4,5,,3,4,5,3,4,4,3,3,4,4,3,4,5,5,3,2,5,4,5,4,5,4,4,4,5,4,3,4,3,4,4,5,5,4,4,3,3,4,4,4,5,3,4,5,3,2,1,3,,2,,3,1.00,0.00,0,40,5
R_2aaK3dTHvCrD9tz,3,30,Said Business School (Oxford University),1,650,1,3,,Harvard,Stanford,Wharton,Columbia,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,4,4,5,3,3,4,4,3,4,3,3,3,3,4,2,4,1,5,3,4,1,1,4,3,4,5,,,,,,4,,3,4,,,,,,4,4,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,2,,,,,,4,1.00,1.00,0,39,6
R_2aaK3dTHvCrD9tz,3,30,Said Business School (Oxford University),1,650,1,3,,Harvard,Stanford,Wharton,Columbia,2,1,1,1,1,1,2,1,2,4,1,1,1,1,1,4,4,5,3,3,4,4,3,4,3,3,3,3,4,2,4,1,5,3,4,1,1,4,3,4,5,,,,,,4,,3,4,,,,,,4,4,5,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,2,1.00,0.00,0,39,6
R_2bsfI5WSByqZyJv,2,30,Wharton,1,750,1,2,2,Wharton,Harvard,Stanford,Kellogg,4,4,5,3,4,4,2,4,2,2,4,4,3,4,4,2,2,2,3,5,4,5,4,4,4,4,2,5,5,3,5,1,4,3,1,1,5,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,5,3,5,5,5,5,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,1,2,,4,,4,1.00,1.00,0,35,4
R_2bsfI5WSByqZyJv,2,30,Wharton,1,750,1,2,2,Wharton,Harvard,Stanford,Kellogg,4,4,5,3,4,4,2,4,2,2,4,4,3,4,4,2,2,2,3,5,4,5,4,4,4,4,2,5,5,3,5,1,4,3,1,1,5,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,3,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,1,1,2,,4,,3,1.00,0.00,0,35,4
R_2fwOUUFoQh5tvLv,2,30,Rice University,1,650,1,2,2,Harvard,Stanford,Wharton,Booth,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,1,5,3,4,3,1,1,2,4,5,5,1,4,1,1,1,1,1,4,1,5,4,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,2,3,4,3,4,3,4,4,1,3,4,4,2,3,3,3,4,4,4,4,3,2,2,4,3,4,4,3,3,2,3,1,2,,,,3,3,1.00,0.00,0,37,5
R_2fwOUUFoQh5tvLv,2,30,Rice University,1,650,1,2,2,Harvard,Stanford,Wharton,Booth,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,1,5,3,4,3,1,1,2,4,5,5,1,4,1,1,1,1,1,4,1,5,4,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,4,5,4,4,4,5,5,4,2,3,3,5,5,5,5,5,5,5,2,4,4,5,5,3,3,2,3,1,2,,,,3,2,1.00,0.00,0,37,5
R_2huotDOeKD0N4pf,3,30,UMASS BOSTON,1,500,1,3,,Umass Boston,Harvard University,MIT,Stanford,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,4,5,5,3,2,5,5,1,5,1,5,5,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,3,4,3,3,1,2,,,,2,2,1.00,0.00,0,37,5
R_2huotDOeKD0N4pf,3,30,UMASS BOSTON,1,500,1,3,,Umass Boston,Harvard University,MIT,Stanford,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,5,4,5,5,3,2,5,5,1,5,1,5,5,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4,2,3,4,4,3,3,4,3,4,5,2,4,3,4,5,5,5,5,5,4,4,4,4,4,1,2,,,,2,2,1.00,0.00,0,37,5
R_2ldBCvzOwgcDM8d,2,30,ISB,1,650,1,2,1,Leadership,IIM,ISB,Harvard,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,5,5,5,4,5,3,5,3,5,5,5,5,1,1,1,1,1,5,5,5,3,,,,,,,,,,,,,,,,,,,2,2,5,5,5,4,5,5,4,4,4,4,4,4,4,4,5,5,4,5,4,4,5,5,5,4,4,5,4,5,4,2,,,,,,1,0.00,0.00,0,36,5
R_2ldBCvzOwgcDM8d,2,30,ISB,1,650,1,2,1,Leadership,IIM,ISB,Harvard,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,5,5,5,4,5,3,5,3,5,5,5,5,1,1,1,1,1,5,5,5,3,,,,,,,,,,,,,,,,,,,3,2,2,2,3,3,5,5,4,4,4,4,4,4,4,4,5,4,3,5,5,4,5,4,4,4,4,5,4,5,4,2,,,,,,1,0.00,0.00,0,36,5
R_2ossGSl1vBvc9Nj,3,30,INSEAD,1,600,1,3,,INSEAD,Harvard,Wharton,Chicago Booth,2,1,2,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,5,5,5,3,3,4,4,4,5,5,1,3,4,1,1,4,4,4,1,5,,5,5,,,,,,,,,,5,,,,,4,5,4,4,5,4,4,4,5,5,4,4,4,4,2,4,4,4,4,5,4,4,5,5,4,4,5,4,5,4,3,2,1,3,,2,,5,1.00,1.00,0,45,7
R_2ossGSl1vBvc9Nj,3,30,INSEAD,1,600,1,3,,INSEAD,Harvard,Wharton,Chicago Booth,2,1,2,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,5,5,5,3,3,4,4,4,5,5,1,3,4,1,1,4,4,4,1,5,,5,5,,,,,,,,,,5,,,,,1,2,4,4,5,4,4,4,2,4,4,5,2,3,2,4,4,2,3,4,5,5,5,4,4,5,5,5,5,4,3,2,1,3,,2,,2,1.00,0.00,0,45,7
R_3CwMIvaYqj6Lbxj,2,30,"University of California, Berkeley – Haas School of Business",1,650,1,2,2,Stanford Graduate school of Business,INSEAD,Harvard Business School,Columbia Business School,2,2,2,4,4,2,2,2,3,2,2,2,3,3,5,2,1,2,1,5,5,5,5,2,4,4,4,4,5,3,5,1,4,3,1,1,5,4,4,5,3,3,3,5,5,4,4,3,4,4,4,5,4,5,5,4,,4,4,5,5,5,5,5,5,4,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,2,1,4,,1,,4,1.00,1.00,0,34,4
R_3CwMIvaYqj6Lbxj,2,30,"University of California, Berkeley – Haas School of Business",1,650,1,2,2,Stanford Graduate school of Business,INSEAD,Harvard Business School,Columbia Business School,2,2,2,4,4,2,2,2,3,2,2,2,3,3,5,2,1,2,1,5,5,5,5,2,4,4,4,4,5,3,5,1,4,3,1,1,5,4,4,5,3,3,3,5,5,4,4,3,4,4,4,5,4,5,5,4,,4,8,3,5,3,5,5,2,3,2,5,5,5,3,4,3,5,5,5,5,4,5,5,4,5,4,5,5,3,4,3,3,2,1,4,,1,,2,1.00,0.00,0,34,4
R_3CX23kyS8SV3nKd,1,30,Kellogg,1,650,1,1,2,"Harvard,",IMD,MIT,Stanford,1,1,1,1,1,5,1,1,1,4,1,1,1,1,2,4,4,1,3,5,3,4,5,1,1,3,2,3,5,1,5,1,4,4,1,1,5,4,4,4,,,,,,5,,,,5,,,,,5,4,5,,5,2,4,3,3,3,4,2,3,3,4,4,3,4,3,4,5,3,3,4,4,5,4,4,4,4,5,2,5,3,3,3,,,,,,5,1.00,1.00,0,39,6
R_3CX23kyS8SV3nKd,1,30,Kellogg,1,650,1,1,2,"Harvard,",IMD,MIT,Stanford,1,1,1,1,1,5,1,1,1,4,1,1,1,1,2,4,4,1,3,5,3,4,5,1,1,3,2,3,5,1,5,1,4,4,1,1,5,4,4,4,,,,,,5,,,,5,,,,,5,4,5,,3,5,3,2,3,2,3,2,3,3,3,2,3,3,3,2,3,4,4,4,3,4,2,3,2,4,4,3,3,3,3,3,,,,,,4,1.00,1.00,0,39,6
R_3eGggY2fnZGj3HD,1,30,Duke Fuqua,2,,1,1,3,Fuqua,Duke Fuqua,Darden,UCLA,3,3,3,4,3,3,3,3,4,3,3,4,3,3,4,4,2,2,3,5,4,5,4,3,4,1,3,2,5,3,5,1,4,2,1,1,3,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,4,4,4,3,4,3,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,,,2,,4,1.00,1.00,0,34,4
R_3eGggY2fnZGj3HD,1,30,Duke Fuqua,2,,1,1,3,Fuqua,Duke Fuqua,Darden,UCLA,3,3,3,4,3,3,3,3,4,3,3,4,3,3,4,4,2,2,3,5,4,5,4,3,4,1,3,2,5,3,5,1,4,2,1,1,3,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,3,4,3,5,5,5,1,4,2,5,5,5,5,5,5,4,4,5,5,4,5,3,4,3,5,3,2,,,2,,4,1.00,1.00,0,34,4
R_3ERMcfRZToOjzJb,1,30,Indian School of Business,2,,1,1,3,Indian School of Business,Great Lakes Institute of Managament,Indian Institute of Management Bangalore,INSEAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,1,1,5,3,1,4,5,5,1,5,2,1,1,3,5,4,4,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,1,0.00,0.00,0,42,7
R_3ERMcfRZToOjzJb,1,30,Indian School of Business,2,,1,1,3,Indian School of Business,Great Lakes Institute of Managament,Indian Institute of Management Bangalore,INSEAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,1,1,5,3,1,4,5,5,1,5,2,1,1,3,5,4,4,,,,,,,,,,,,,,,,,,,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,3,1,2,,,,,,1,0.00,0.00,0,42,7
R_3h3SIUvRhsBUmtn,1,30,INSEAD,2,,1,1,1,insead business school,london business school,ie business school,imd business school,4,4,4,5,3,3,4,4,4,4,4,2,1,3,2,4,3,3,5,4,5,4,4,4,5,3,4,5,5,1,5,1,2,2,1,1,3,5,1,5,5,5,5,5,4,3,5,5,3,5,4,4,,4,3,5,3,3,4,5,5,5,4,3,1,4,5,5,4,3,4,2,3,5,4,4,3,5,5,5,1,5,5,5,5,3,3,3,5,2,1,4,,1,,5,1.00,1.00,0,31,4
R_3h3SIUvRhsBUmtn,1,30,INSEAD,2,,1,1,1,insead business school,london business school,ie business school,imd business school,4,4,4,5,3,3,4,4,4,4,4,2,1,3,2,4,3,3,5,4,5,4,4,4,5,3,4,5,5,1,5,1,2,2,1,1,3,5,1,5,5,5,5,5,4,3,5,5,3,5,4,4,,4,3,5,3,3,2,1,3,4,4,4,5,4,1,4,4,4,4,2,3,4,5,5,4,4,4,5,5,4,4,4,3,4,3,3,4,2,1,4,,1,,4,1.00,1.00,0,31,4
R_3IDRXDPm5R6CZmJ,1,30,Stanford Graduate School of Business,2,,1,1,3,Harvard Business School,Stanford Graduate School of Business,INSEAD,Wharton School of Business,3,2,3,1,2,2,0,3,1,1,3,3,3,3,3,1,1,1,3,5,5,4,5,3,5,2,2,4,5,1,5,1,4,2,1,1,2,4,4,5,5,5,5,,5,5,,5,,,5,5,5,5,5,,,,8,2,5,5,5,3,5,3,2,5,4,4,2,3,3,5,5,4,3,4,5,5,2,4,2,5,5,2,4,3,3,1,,,,,,3,1.00,0.00,1,37,5
R_3IDRXDPm5R6CZmJ,1,30,Stanford Graduate School of Business,2,,1,1,3,Harvard Business School,Stanford Graduate School of Business,INSEAD,Wharton School of Business,3,2,3,1,2,2,0,3,1,1,3,3,3,3,3,1,1,1,3,5,5,4,5,3,5,2,2,4,5,1,5,1,4,2,1,1,2,4,4,5,5,5,5,,5,5,,5,,,5,5,5,5,5,,,,6,2,5,5,5,3,5,3,2,5,4,4,2,3,3,5,5,4,3,4,5,5,2,4,2,5,5,2,4,3,3,1,,,,,,2,1.00,0.00,1,37,5
R_3Jbt2QcJyagJrXT,1,30,HEC,1,400,1,1,2,University of illinious at Chicago,booth school of business,michigan state university,UT Dallas,3,1,1,1,1,1,4,1,5,0,1,1,1,1,1,4,2,1,5,5,4,4,5,4,5,3,5,5,5,3,5,1,1,1,1,1,5,3,5,5,5,,,,,,3,,5,,,,,,,3,3,,2,5,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,5,5,4,4,4,4,4,1,,,,,,5,1.00,1.00,1,31,2
R_3Jbt2QcJyagJrXT,1,30,HEC,1,400,1,1,2,University of illinious at Chicago,booth school of business,michigan state university,UT Dallas,3,1,1,1,1,1,4,1,5,0,1,1,1,1,1,4,2,1,5,5,4,4,5,4,5,3,5,5,5,3,5,1,1,1,1,1,5,3,5,5,5,,,,,,3,,5,,,,,,,3,3,,1,5,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4,1,,,,,,3,1.00,0.00,1,31,2
R_3JCSyX0CbyTV9oF,2,30,London Business School,1,650,1,2,3,ISB,Darden,INSEAD,MIT SLOAN,1,5,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,4,3,5,3,5,3,5,3,3,3,4,4,1,5,1,1,1,1,1,1,2,3,1,,5,,5,,,4,,,,,,,,5,,,3,6,4,5,5,5,5,3,3,3,5,5,5,3,4,3,5,5,4,5,5,3,5,3,5,5,5,5,5,5,4,5,2,2,,,1,,5,1.00,1.00,0,41,6
R_3JCSyX0CbyTV9oF,2,30,London Business School,1,650,1,2,3,ISB,Darden,INSEAD,MIT SLOAN,1,5,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,4,3,5,3,5,3,5,3,3,3,4,4,1,5,1,1,1,1,1,1,2,3,1,,5,,5,,,4,,,,,,,,5,,,3,4,5,5,5,5,5,3,3,3,5,5,5,3,4,3,5,5,5,5,5,5,5,3,4,5,5,5,3,4,3,5,2,2,,,1,,4,1.00,1.00,0,41,6
R_3jHs5QlFNQg6oIJ,2,30,Kellogg,1,700,1,2,2,Carnegie Mellon,Stanford,Kellog's,Duke,2,3,2,2,3,5,2,3,3,1,3,2,2,4,4,1,4,2,1,3,4,4,2,1,1,4,3,2,4,1,3,1,4,5,1,1,1,2,3,4,1,4,2,3,4,4,2,3,3,,4,4,4,4,5,,5,4,2,3,3,3,4,4,4,3,2,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,2,2,2,,,,2,3,1.00,0.00,1,34,4
R_3jHs5QlFNQg6oIJ,2,30,Kellogg,1,700,1,2,2,Carnegie Mellon,Stanford,Kellog's,Duke,2,3,2,2,3,5,2,3,3,1,3,2,2,4,4,1,4,2,1,3,4,4,2,1,1,4,3,2,4,1,3,1,4,5,1,1,1,2,3,4,1,4,2,3,4,4,2,3,3,,4,4,4,4,5,,5,4,4,2,4,4,4,4,4,2,4,3,3,4,2,4,3,3,4,4,4,4,4,4,2,3,3,4,4,1,3,3,2,2,2,,,,2,2,1.00,0.00,1,34,4
R_3kipxeHylJTIyRT,3,30,Indian School of Business,1,700,1,3,,Indian School of Business,Harvard,Wharton,London Business School,4,3,4,3,2,4,2,4,1,1,3,1,4,3,4,3,0,1,4,5,4,5,3,4,2,3,3,4,5,5,4,1,4,4,1,2,2,3,2,2,5,5,5,4,5,5,5,5,,,4,,4,4,5,4,,,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,,,3,,4,1.00,1.00,0,32,3
R_3kipxeHylJTIyRT,3,30,Indian School of Business,1,700,1,3,,Indian School of Business,Harvard,Wharton,London Business School,4,3,4,3,2,4,2,4,1,1,3,1,4,3,4,3,0,1,4,5,4,5,3,4,2,3,3,4,5,5,4,1,4,4,1,2,2,3,2,2,5,5,5,4,5,5,5,5,,,4,,4,4,5,4,,,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,,,3,,3,1.00,0.00,0,32,3
R_3KkJSEGU23y8QqF,2,30,Stanford,1,650,1,2,2,Stanford Graduate School of Business,Booth,Kellogg,Sloan,1,4,1,1,1,4,1,5,1,1,4,3,1,4,1,1,3,3,2,5,4,3,3,4,2,4,1,3,5,2,5,1,2,4,1,1,4,2,4,1,,5,,,,5,,5,,,5,5,,5,,,4,4,5,2,4,4,4,4,4,5,4,4,4,3,4,4,3,5,4,4,4,3,4,4,4,4,3,4,4,2,4,3,3,3,,,,,,4,1.00,1.00,0,39,6
R_3KkJSEGU23y8QqF,2,30,Stanford,1,650,1,2,2,Stanford Graduate School of Business,Booth,Kellogg,Sloan,1,4,1,1,1,4,1,5,1,1,4,3,1,4,1,1,3,3,2,5,4,3,3,4,2,4,1,3,5,2,5,1,2,4,1,1,4,2,4,1,,5,,,,5,,5,,,5,5,,5,,,4,4,6,4,4,4,4,4,4,2,4,3,4,3,4,5,3,4,4,4,4,5,4,4,5,5,3,4,4,2,4,4,3,3,,,,,,4,1.00,1.00,0,39,6
R_3KQ0DvTzIwj1O7z,4,30,loyola institue of business administration,2,,1,4,,boston,san jose,kelley,massachussets,2,2,1,2,0,2,0,2,0,0,1,1,0,0,1,0,0,0,3,5,5,4,5,4,5,4,2,5,5,5,5,2,2,1,1,2,3,4,3,4,5,4,,5,,5,,5,,,,,,,,,,,4,4,5,5,5,5,2,5,2,4,5,5,5,3,5,5,4,5,4,5,5,4,4,5,4,5,5,5,4,4,3,1,2,,,,1,2,1.00,0.00,1,34,3
R_3KQ0DvTzIwj1O7z,4,30,loyola institue of business administration,2,,1,4,,boston,san jose,kelley,massachussets,2,2,1,2,0,2,0,2,0,0,1,1,0,0,1,0,0,0,3,5,5,4,5,4,5,4,2,5,5,5,5,2,2,1,1,2,3,4,3,4,5,4,,5,,5,,5,,,,,,,,,,,5,4,5,5,5,5,3,5,2,4,5,4,5,3,5,5,4,5,4,5,5,4,4,5,4,5,4,5,4,4,3,1,2,,,,1,2,1.00,0.00,1,34,3
R_3OGqil8j03AvsTr,2,30,Cass London,1,500,1,2,2,London Business School,"Cass, London",Oxford UK,Columbia,1,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,2,2,4,4,3,4,4,2,2,3,2,4,3,4,4,1,1,1,1,1,4,4,1,4,,4,,,,,,,,,,,,,,,4,4,6,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,,,,,,2,1.00,0.00,0,42,6
R_3OGqil8j03AvsTr,2,30,Cass London,1,500,1,2,2,London Business School,"Cass, London",Oxford UK,Columbia,1,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,2,2,4,4,3,4,4,2,2,3,2,4,3,4,4,1,1,1,1,1,4,4,1,4,,4,,,,,,,,,,,,,,,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,1,0.00,0.00,0,42,6
R_3OYa6hda8nSbT5b,2,30,"University of California, Berkeley – Haas School of Business",1,700,1,2,2,Haas,Kellogg,Columbia,Stanford,2,2,2,1,4,4,1,2,1,1,4,3,2,2,5,1,2,2,2,5,4,5,2,4,4,1,2,1,3,1,5,1,5,5,1,1,4,5,2,3,5,5,5,,5,5,,5,,,5,5,5,5,5,,5,5,5,3,5,5,5,4,3,3,1,5,5,5,3,5,3,5,4,5,4,5,5,5,4,5,2,5,5,3,3,3,4,1,,,,,,4,1.00,1.00,0,39,6
R_3OYa6hda8nSbT5b,2,30,"University of California, Berkeley – Haas School of Business",1,700,1,2,2,Haas,Kellogg,Columbia,Stanford,2,2,2,1,4,4,1,2,1,1,4,3,2,2,5,1,2,2,2,5,4,5,2,4,4,1,2,1,3,1,5,1,5,5,1,1,4,5,2,3,5,5,5,,5,5,,5,,,5,5,5,5,5,,5,5,7,3,5,5,5,3,5,3,1,5,5,5,3,5,3,5,5,3,4,5,5,5,4,5,2,5,5,3,3,3,5,1,,,,,,2,1.00,0.00,0,39,6
R_3Q22dCiY2ura8sZ,1,30,Stanford,2,,1,1,3,Stanford GSB,"Indian school of Business, Hyderabad",HEC Paris,MIT Sloan,4,3,4,3,1,2,3,5,3,1,4,3,3,4,3,2,3,1,4,5,4,4,4,5,4,4,4,4,4,4,5,2,3,2,3,3,4,3,4,4,5,4,5,4,,4,4,5,4,,4,3,4,4,4,4,3,,2,4,3,3,4,4,4,3,4,4,3,4,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,3,2,3,3,2,,,2,,3,1.00,0.00,0,33,3
R_3Q22dCiY2ura8sZ,1,30,Stanford,2,,1,1,3,Stanford GSB,"Indian school of Business, Hyderabad",HEC Paris,MIT Sloan,4,3,4,3,1,2,3,5,3,1,4,3,3,4,3,2,3,1,4,5,4,4,4,5,4,4,4,4,4,4,5,2,3,2,3,3,4,3,4,4,5,4,5,4,,4,4,5,4,,4,3,4,4,4,4,3,,4,4,3,3,4,4,4,3,4,4,3,4,3,3,3,4,3,4,3,4,4,4,3,3,4,4,4,3,3,2,3,3,2,,,2,,3,1.00,0.00,0,33,3
R_3rrQbgZNByBTbFj,1,30,Stanford,1,600,1,1,4,Stanford,ISB Hyderabad,Kellog,Harvard,3,1,4,2,1,3,1,3,2,1,2,1,2,2,2,1,1,1,3,4,4,5,4,3,2,4,4,4,4,3,5,1,1,1,1,1,4,4,3,3,5,,5,3,,5,,5,4,,4,,4,4,4,,,,2,4,4,4,4,3,4,4,2,4,4,3,3,3,4,4,5,4,4,4,4,4,3,3,4,4,4,3,2,4,5,3,2,,,,2,2,1.00,0.00,0,35,4
