ResponseID,Funnel,Citizen,PrefSchool,Q1a,Q1b,Q2a,Q2b,Q2c,Q3,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,SchoolRated,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q17_26,Q17_27,Q17_28,Q17_29,Q17_30,Q20,Q22,Q25A,Q25B,Q26a,Q26b,FunnelPerformance,CONSIDERATION,FAVORITE,Female,Age,Work_exp
R_1SVWbJRCdWoolWB,3,14,Cal state East Bay,1,500,1,3,,Harvard,UC berkeley,University of Melbourne,Booth business school,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,3,3,2,3,5,3,5,4,3,2,2,2,3,4,3,4,5,5,5,4,4,4,,5,4,4,5,4,4,4,5,4,4,5,7,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,3,1,,1,,1,2,1.00,0.00,1,37,4
R_1UqTgK63ZBKuWlT,1,14,Stanford,1,600,1,1,2,HBS,GSB,,,4,2,1,1,1,1,0,5,0,0,2,1,2,1,1,1,0,1,4,4,4,1,3,4,4,3,5,3,5,3,5,1,5,3,1,1,4,4,5,5,5,5,,,,,,5,,,5,,5,,,,,,1,1,5,5,4,4,5,5,4,4,4,4,4,4,4,5,5,4,4,5,4,5,4,4,4,5,5,4,4,4,4,1,,,,,,4,1.00,1.00,1,35,4
R_1UqTgK63ZBKuWlT,1,14,Stanford,1,600,1,1,2,HBS,GSB,,,4,2,1,1,1,1,0,5,0,0,2,1,2,1,1,1,0,1,4,4,4,1,3,4,4,3,5,3,5,3,5,1,5,3,1,1,4,4,5,5,5,5,,,,,,5,,,5,,5,,,,,,6,4,4,4,3,3,4,4,3,3,4,4,3,3,3,4,5,4,2,4,3,4,3,3,3,4,5,3,4,3,3,1,,,,,,2,1.00,0.00,1,35,4
R_1XHBBYrtnzWyydD,2,14,George Mason,1,550,1,2,4,George Mason,Mercer,DePaul,University of Dencer,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,5,5,4,2,4,5,4,4,2,1,2,1,4,5,4,5,5,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,,1,0.00,0.00,0,30,1
R_1XHBBYrtnzWyydD,2,14,George Mason,1,550,1,2,4,George Mason,Mercer,DePaul,University of Dencer,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,5,5,4,2,4,5,4,4,2,1,2,1,4,5,4,5,5,,,,,,,,,,,,,,,,,,,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,,1,0.00,0.00,0,30,1
R_1XIbomoLj64YGvX,2,14,London Business School,1,750,1,2,2,LBS,Dartmouth Tuck,Chicago Booth,CBS,2,5,2,2,2,2,1,2,1,2,2,4,2,4,3,1,3,2,5,5,4,4,4,5,4,4,2,4,5,2,4,1,4,4,1,4,4,4,4,4,4,5,3,2,3,4,,4,,2,2,5,3,5,4,,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,2,,,,1,2,1.00,0.00,1,35,4
R_1XIbomoLj64YGvX,2,14,London Business School,1,750,1,2,2,LBS,Dartmouth Tuck,Chicago Booth,CBS,2,5,2,2,2,2,1,2,1,2,2,4,2,4,3,1,3,2,5,5,4,4,4,5,4,4,2,4,5,2,4,1,4,4,1,4,4,4,4,4,4,5,3,2,3,4,,4,,2,2,5,3,5,4,,3,3,7,1,5,4,4,4,5,4,4,5,5,5,5,5,3,5,5,4,4,4,5,5,5,5,4,4,5,4,4,5,3,1,2,,,,1,2,1.00,0.00,1,35,4
R_1Y2oe4I47nGW1iR,2,14,NYU – Stern School of Business,1,500,1,2,2,Wharton School,Leonard N. Stern School of Business,,,2,2,2,0,2,0,0,2,2,0,2,2,5,2,2,0,2,2,2,5,5,5,5,4,5,4,1,3,5,5,5,2,2,4,3,2,5,5,5,5,1,1,1,,1,,,1,1,,1,1,1,1,1,,1,1,2,3,5,5,5,4,5,4,5,4,3,4,3,5,3,5,5,3,5,3,5,3,3,4,3,4,4,3,3,3,3,2,,,,,,2,1.00,0.00,1,32,1
R_1Y2oe4I47nGW1iR,2,14,NYU – Stern School of Business,1,500,1,2,2,Wharton School,Leonard N. Stern School of Business,,,2,2,2,0,2,0,0,2,2,0,2,2,5,2,2,0,2,2,2,5,5,5,5,4,5,4,1,3,5,5,5,2,2,4,3,2,5,5,5,5,1,1,1,,1,,,1,1,,1,1,1,1,1,,1,1,6,3,5,5,5,4,5,4,5,4,4,4,3,5,3,5,5,3,5,3,5,4,3,5,5,5,5,3,3,3,4,2,,,,,,2,1.00,0.00,1,32,1
R_1ZAZ4LAnx6rbNOd,2,14,MIT,1,650,1,2,2,MIT,Harvard,MIT,,4,3,3,4,3,4,3,4,4,4,3,3,3,3,4,1,4,3,3,4,3,3,4,3,4,3,4,3,2,4,3,2,4,3,3,3,2,3,4,2,2,3,4,3,3,4,3,3,3,4,3,4,3,3,4,,3,3,3,2,3,3,3,4,2,2,4,3,2,2,3,2,3,3,4,4,4,3,3,4,4,3,3,3,3,4,4,4,4,2,1,2,,1,,4,1.00,1.00,0,29,3
R_1ZAZ4LAnx6rbNOd,2,14,MIT,1,650,1,2,2,MIT,Harvard,MIT,,4,3,3,4,3,4,3,4,4,4,3,3,3,3,4,1,4,3,3,4,3,3,4,3,4,3,4,3,2,4,3,2,4,3,3,3,2,3,4,2,2,3,4,3,3,4,3,3,3,4,3,4,3,3,4,,3,3,4,2,3,3,3,3,2,2,2,4,3,4,4,3,3,4,4,2,2,2,3,3,4,4,3,2,3,3,4,3,2,2,1,2,,1,,4,1.00,1.00,0,29,3
R_230eZ8Z8uGOgwVn,2,14,Simon Business School,1,700,1,2,2,Simon Business School,McCombs School of Business,Robert H. Smith School of Business,Owen Graduate School of Management,1,1,2,1,1,4,0,1,0,0,1,2,3,1,1,0,0,0,3,5,4,5,5,4,5,2,1,4,5,1,5,1,4,2,1,1,5,4,5,5,,,2,,,3,,,,,,3,2,,,,,,5,3,4,4,5,4,5,4,3,4,4,4,3,5,3,5,5,4,3,3,5,3,4,5,4,4,5,3,4,4,1,1,,,,,,4,1.00,1.00,0,35,4
R_230eZ8Z8uGOgwVn,2,14,Simon Business School,1,700,1,2,2,Simon Business School,McCombs School of Business,Robert H. Smith School of Business,Owen Graduate School of Management,1,1,2,1,1,4,0,1,0,0,1,2,3,1,1,0,0,0,3,5,4,5,5,4,5,2,1,4,5,1,5,1,4,2,1,1,5,4,5,5,,,2,,,3,,,,,,3,2,,,,,,8,3,4,4,5,4,4,4,4,4,4,4,3,5,3,5,5,4,3,3,5,3,4,5,4,4,5,3,4,4,1,1,,,,,,2,1.00,0.00,0,35,4
R_26ahAglpHKsdmxn,2,14,ESADE,1,650,1,2,2,ESADE,IESE,IE,,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,5,5,5,4,3,4,4,4,4,5,1,5,1,5,4,1,4,4,5,5,5,1,1,1,1,1,1,2,1,3,2,2,2,2,1,1,1,3,3,3,3,4,3,4,3,4,4,4,3,3,3,4,4,3,4,4,3,4,4,3,4,3,4,3,3,5,3,4,4,4,1,1,,1,,3,3,1.00,0.00,1,34,3
R_26ahAglpHKsdmxn,2,14,ESADE,1,650,1,2,2,ESADE,IESE,IE,,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,5,5,5,4,3,4,4,4,4,5,1,5,1,5,4,1,4,4,5,5,5,1,1,1,1,1,1,2,1,3,2,2,2,2,1,1,1,3,3,4,4,4,3,4,3,4,4,4,3,3,3,4,4,3,3,4,4,3,4,3,4,3,4,4,3,5,4,3,3,4,1,1,,1,,3,2,1.00,0.00,1,34,3
R_2ajv8brG4qHBdZ3,2,14,"University of California, Berkeley – Haas School of Business",1,750,1,2,2,havard,stanford,kellogg,fuqua,2,2,2,2,2,4,2,4,2,2,3,3,2,2,5,2,3,2,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,,,,2,2,1.00,0.00,1,34,4
R_2ajv8brG4qHBdZ3,2,14,"University of California, Berkeley – Haas School of Business",1,750,1,2,2,havard,stanford,kellogg,fuqua,2,2,2,2,2,4,2,4,2,2,3,3,2,2,5,2,3,2,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,,,,2,2,1.00,0.00,1,34,4
R_2hpZiDpYkGsK80l,1,14,Harvard Business School,1,750,1,1,6,Havard,Columbia,NYU,Duke,5,3,4,4,4,4,3,4,4,4,4,3,3,4,3,3,4,4,4,4,5,4,4,5,3,4,3,4,4,1,5,5,5,2,5,2,4,5,5,5,5,4,5,5,5,5,4,4,4,4,3,3,3,3,3,3,4,4,3,5,5,4,4,5,4,4,4,4,4,5,5,5,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,1,3,,4,,4,1.00,1.00,1,31,1
R_2hpZiDpYkGsK80l,1,14,Harvard Business School,1,750,1,1,6,Havard,Columbia,NYU,Duke,5,3,4,4,4,4,3,4,4,4,4,3,3,4,3,3,4,4,4,4,5,4,4,5,3,4,3,4,4,1,5,5,5,2,5,2,4,5,5,5,5,4,5,5,5,5,4,4,4,4,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,1,3,,4,,4,1.00,1.00,1,31,1
R_2ipq1s6ldFRhpyZ,1,14,Chicago – Booth School of Business,1,650,1,1,4,bill,?????,,,4,4,4,0,4,0,0,4,0,4,4,4,4,5,0,0,0,4,3,5,5,5,5,5,4,4,5,5,5,3,5,2,4,4,2,2,5,5,5,5,5,4,5,,5,,,5,,5,5,5,5,5,,,,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,,,,,,4,1.00,1.00,1,28,1
R_2ipq1s6ldFRhpyZ,1,14,Chicago – Booth School of Business,1,650,1,1,4,bill,?????,,,4,4,4,0,4,0,0,4,0,4,4,4,4,5,0,0,0,4,3,5,5,5,5,5,4,4,5,5,5,3,5,2,4,4,2,2,5,5,5,5,5,4,5,,5,,,5,,5,5,5,5,5,,,,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,,,,,,4,1.00,1.00,1,28,1
R_2nqYmu01KU0Yzzv,2,14,University of Otago,1,700,1,2,1,Duke,Harvard,Wharton,Rotman,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,4,4,4,5,3,3,4,5,1,5,1,1,2,1,1,2,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,3,,3,1.00,0.00,0,41,7
R_2nqYmu01KU0Yzzv,2,14,University of Otago,1,700,1,2,1,Duke,Harvard,Wharton,Rotman,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,4,4,4,5,3,3,4,5,1,5,1,1,2,1,1,2,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,3,,3,1.00,0.00,0,41,7
R_2o64Amhda0MT3kp,2,14,HKUST,1,650,1,2,2,Harvard Business School,HKUST,Stanford,INSEAD,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,3,4,4,4,4,3,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,,4,4,4,4,4,,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,3,2,1.00,0.00,0,39,5
R_2o64Amhda0MT3kp,2,14,HKUST,1,650,1,2,2,Harvard Business School,HKUST,Stanford,INSEAD,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,3,4,4,4,4,3,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,,4,4,4,4,4,,3,3,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,3,2,1.00,0.00,0,39,5
R_2oe0sarjI7UeUYJ,2,14,Harvard Business School,1,700,1,2,2,Harvard Business School,Stanford,Wharton,Booth,5,1,1,1,1,1,0,4,0,1,1,1,1,1,1,1,0,0,2,4,2,3,4,2,5,3,2,3,4,1,2,1,4,1,1,1,4,3,4,4,5,,,,,,,5,,,,,,,,,,,1,1,5,4,4,4,3,3,2,3,3,4,4,4,4,4,5,5,4,5,5,5,4,5,5,5,5,5,5,2,5,1,,,,,,5,1.00,1.00,1,36,4
R_2oe0sarjI7UeUYJ,2,14,Harvard Business School,1,700,1,2,2,Harvard Business School,Stanford,Wharton,Booth,5,1,1,1,1,1,0,4,0,1,1,1,1,1,1,1,0,0,2,4,2,3,4,2,5,3,2,3,4,1,2,1,4,1,1,1,4,3,4,4,5,,,,,,,5,,,,,,,,,,,7,1,5,3,4,4,4,3,2,2,3,4,4,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,,,,,,4,1.00,1.00,1,36,4
R_2tA5CEjsAiBDzAF,1,14,Oxford,1,700,1,1,6,Oxford,Rhsmith,,,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,5,5,4,5,4,4,4,4,2,5,4,5,3,4,5,4,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4,3,2,,,4,,4,1.00,1.00,0,31,2
R_2tA5CEjsAiBDzAF,1,14,Oxford,1,700,1,1,6,Oxford,Rhsmith,,,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,5,5,4,3,5,4,4,5,5,4,5,4,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,3,2,,,4,,4,1.00,1.00,0,31,2
R_3943OBN9uq4RdA1,3,14,null,2,,1,3,,LBS,Harvard,,,1,2,2,1,2,1,0,2,1,0,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,2,4,5,2,3,3,3,3,3,3,3,3,3,3,,5,5,,5,,,5,,,,,,,,,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,,,,,,2,1.00,0.00,1,31,2
R_3943OBN9uq4RdA1,3,14,null,2,,1,3,,LBS,Harvard,,,1,2,2,1,2,1,0,2,1,0,1,1,1,1,1,1,2,2,3,4,4,4,4,4,4,4,2,4,5,2,3,3,3,3,3,3,3,3,3,3,,5,5,,5,,,5,,,,,,,,,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,,,,,,2,1.00,0.00,1,31,2
R_3DGv2wx3F8YZhCR,1,14,Wharton,2,,1,1,6,Wharton,Stern,Sloan,HKUST,4,3,5,0,3,3,0,4,0,0,3,0,4,3,2,1,0,1,3,4,4,4,4,4,4,4,2,3,5,3,4,2,2,2,4,4,4,4,4,3,5,5,5,,5,5,,5,,,5,,5,4,3,,,,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,,5,1.00,1.00,0,33,2
R_3DGv2wx3F8YZhCR,1,14,Wharton,2,,1,1,6,Wharton,Stern,Sloan,HKUST,4,3,5,0,3,3,0,4,0,0,3,0,4,3,2,1,0,1,3,4,4,4,4,4,4,4,2,3,5,3,4,2,2,2,4,4,4,4,4,3,5,5,5,,5,5,,5,,,5,,5,4,3,,,,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,,3,1.00,0.00,0,33,2
R_3dTt6ykXbwlmn8p,2,14,Orfalea College of Business,1,550,1,2,5,Frederick Winslow Taylor,Orfalea College of Business,,,1,0,0,0,1,0,0,1,0,0,1,0,1,1,2,0,0,0,3,4,5,4,3,3,4,4,2,4,4,2,5,5,5,3,1,4,4,4,4,4,,,,,,,,,,,,,,,2,,,,1,2,1,3,3,3,4,3,4,2,3,3,3,4,2,3,4,4,3,3,5,4,4,1,3,3,2,3,2,4,2,1,,,,,,1,0.00,0.00,1,32,1
R_3dTt6ykXbwlmn8p,2,14,Orfalea College of Business,1,550,1,2,5,Frederick Winslow Taylor,Orfalea College of Business,,,1,0,0,0,1,0,0,1,0,0,1,0,1,1,2,0,0,0,3,4,5,4,3,3,4,4,2,4,4,2,5,5,5,3,1,4,4,4,4,4,,,,,,,,,,,,,,,2,,,,7,3,3,5,4,5,3,3,2,3,3,4,4,4,3,4,2,3,4,2,2,3,3,3,4,4,4,3,3,3,3,1,,,,,,1,0.00,0.00,1,32,1
R_3DxwdlKYdtLVzwN,1,14,university of toronto,1,550,1,1,4,university of toronto,university of columbia,,,4,4,4,0,4,0,0,4,0,0,4,4,4,3,4,0,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,3,5,3,5,2,5,5,5,5,5,5,,5,,,5,,,5,5,5,5,5,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,,,,4,1.00,1.00,1,32,2
R_3DxwdlKYdtLVzwN,1,14,university of toronto,1,550,1,1,4,university of toronto,university of columbia,,,4,4,4,0,4,0,0,4,0,0,4,4,4,3,4,0,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,4,3,5,3,5,2,5,5,5,5,5,5,,5,,,5,,,5,5,5,5,5,,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,,,,4,1.00,1.00,1,32,2
R_3eJb5sDIwCRD7Zb,1,14,MIT – Sloan School of Management,1,700,1,1,2,Sloan,Kellogg,Wharton,CBS,3,1,4,1,4,4,1,3,1,1,5,2,4,3,4,1,1,1,3,5,3,4,5,4,3,2,2,5,3,1,4,1,1,3,1,1,4,3,2,4,5,,5,,5,5,,5,,,5,5,5,5,5,,,,8,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,,4,1.00,1.00,0,37,4
R_3eJb5sDIwCRD7Zb,1,14,MIT – Sloan School of Management,1,700,1,1,2,Sloan,Kellogg,Wharton,CBS,3,1,4,1,4,4,1,3,1,1,5,2,4,3,4,1,1,1,3,5,3,4,5,4,3,2,2,5,3,1,4,1,1,3,1,1,4,3,2,4,5,,5,,5,5,,5,,,5,5,5,5,5,,,,1,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,,3,1.00,0.00,0,37,4
R_3gd0UT3vzCPrZqJ,1,14,HEC,1,550,1,1,2,Em-lyon,HEC,grenoble business school,edhec,1,1,1,4,1,0,0,1,5,0,0,0,0,1,0,0,1,1,5,5,5,5,5,5,5,5,4,5,5,2,5,2,3,2,3,3,5,4,5,5,,,,5,,,,,5,,,,,,,,,,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,2,,,3,,5,1.00,1.00,1,30,1
R_3gd0UT3vzCPrZqJ,1,14,HEC,1,550,1,1,2,Em-lyon,HEC,grenoble business school,edhec,1,1,1,4,1,0,0,1,5,0,0,0,0,1,0,0,1,1,5,5,5,5,5,5,5,5,4,5,5,2,5,2,3,2,3,3,5,4,5,5,,,,5,,,,,5,,,,,,,,,,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,2,,,3,,4,1.00,1.00,1,30,1
R_3kM2MN0hbPX4WVv,1,14,Harvard Business School,1,700,1,1,6,Harvard,Warton,Stanford,Insead,5,3,4,4,3,4,2,3,2,2,3,3,2,4,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,4,5,3,3,3,4,3,4,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,,2,,4,1.00,1.00,0,31,2
R_3kM2MN0hbPX4WVv,1,14,Harvard Business School,1,700,1,1,6,Harvard,Warton,Stanford,Insead,5,3,4,4,3,4,2,3,2,2,3,3,2,4,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,4,5,3,3,3,4,3,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,3,,2,,4,1.00,1.00,0,31,2
R_3LbMyVJLsnIQLZ3,1,14,Columbia Business School,1,550,1,1,4,Stanford,columbia,yale,warton,1,0,4,0,5,4,0,4,0,0,4,1,4,3,4,0,0,1,5,4,3,5,5,5,5,4,4,4,4,5,5,4,5,1,3,3,5,5,5,5,,,5,,5,,,5,,,5,,5,5,5,,,,5,4,4,3,4,4,5,4,5,4,4,4,3,2,4,5,3,3,3,5,4,5,4,4,5,4,4,4,4,3,3,1,,,,,,4,1.00,1.00,1,35,3
R_3LbMyVJLsnIQLZ3,1,14,Columbia Business School,1,550,1,1,4,Stanford,columbia,yale,warton,1,0,4,0,5,4,0,4,0,0,4,1,4,3,4,0,0,1,5,4,3,5,5,5,5,4,4,4,4,5,5,4,5,1,3,3,5,5,5,5,,,5,,5,,,5,,,5,,5,5,5,,,,7,4,4,4,3,4,4,3,4,5,4,4,4,4,5,3,4,4,4,3,4,4,3,4,4,5,4,5,4,4,5,1,,,,,,4,1.00,1.00,1,35,3
R_3Q1Xb19U75lVYUt,1,14,Stanford,1,750,1,1,4,Stanford GSB,HBS,Wharton,INSEAD,4,1,2,2,2,2,0,5,1,0,3,1,2,2,2,1,1,1,2,4,4,4,3,4,3,4,5,3,5,1,5,2,2,2,2,2,5,4,4,2,5,,3,3,,3,,5,,,4,,3,3,3,,,,4,5,5,4,4,3,4,3,5,4,3,3,5,3,3,4,4,5,4,5,5,4,4,4,4,4,4,3,3,4,4,3,1,,2,,1,2,1.00,0.00,0,36,2
R_3Q1Xb19U75lVYUt,1,14,Stanford,1,750,1,1,4,Stanford GSB,HBS,Wharton,INSEAD,4,1,2,2,2,2,0,5,1,0,3,1,2,2,2,1,1,1,2,4,4,4,3,4,3,4,5,3,5,1,5,2,2,2,2,2,5,4,4,2,5,,3,3,,3,,5,,,4,,3,3,3,,,,8,2,5,5,2,4,2,3,3,4,3,4,3,3,3,4,5,5,3,4,5,4,3,4,4,4,5,3,3,4,2,3,1,,2,,1,2,1.00,0.00,0,36,2
R_3rthwoq4sPIKYL3,4,14,MIP,1,700,1,4,,HBS,Yale,MIT,Stanford,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,2,1,,1,,1,2,1.00,0.00,0,38,4
R_3rthwoq4sPIKYL3,4,14,MIP,1,700,1,4,,HBS,Yale,MIT,Stanford,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,3,5,3,3,4,4,4,3,2,2,3,3,3,3,3,4,3,4,3,4,3,3,2,3,3,5,3,3,3,3,3,3,2,1,,1,,1,2,1.00,0.00,0,38,4
R_3rXJLk6UyG7tIbz,1,14,NYU – Stern School of Business,1,700,1,1,2,Wharton,Stern,Darden,KGSM,1,1,1,0,1,1,0,1,0,0,1,1,5,1,1,0,1,1,4,5,4,4,5,4,5,3,2,4,4,3,5,1,1,2,3,2,3,3,4,5,,,,,,,,,,,,,5,,,,,,5,3,5,5,5,5,4,4,5,5,4,5,4,5,4,5,4,5,4,3,5,5,3,4,5,5,5,1,4,4,4,1,,,,,,1,0.00,0.00,1,30,1
R_3rXJLk6UyG7tIbz,1,14,NYU – Stern School of Business,1,700,1,1,2,Wharton,Stern,Darden,KGSM,1,1,1,0,1,1,0,1,0,0,1,1,5,1,1,0,1,1,4,5,4,4,5,4,5,3,2,4,4,3,5,1,1,2,3,2,3,3,4,5,,,,,,,,,,,,,5,,,,,,8,3,5,5,5,5,5,4,5,5,4,5,5,5,4,5,4,5,4,3,5,5,3,4,5,5,5,1,4,4,5,1,,,,,,1,0.00,0.00,1,30,1
R_3sDnUiNLmpuIbIh,1,14,Dartmouth – Tuck School of Business,1,600,1,1,4,Hofstra university,DePaul university,Loyola university chicago,Clakson university,4,3,4,0,0,0,0,4,3,1,3,5,4,0,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,1,2,2,,,,,2,3,,2,1,1,,2,,,,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,,,,,,4,1.00,1.00,1,32,1
